left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
-664.1691727788759,-1.6794866363068972,-664.1241170352145,-15.124854060051241,-664.1585693359375,-4.843726634979248
-662.6648740277242,-1.6692672090906706,-662.618184174702,-15.115808521413973,-662.6538696289062,-4.838501930236816
-661.1589547872005,-1.6589212500744317,-661.1092241811566,-15.106315456722706,-661.147216796875,-4.832930088043213
-659.6514829199776,-1.6480506279224638,-659.6011631130061,-15.096701740034169,-659.6395874023438,-4.82728910446167
-658.1423433630678,-1.6375294376371046,-658.0897038967802,-15.087675626316503,-658.1298828125,-4.821380615234375
-656.6320901623232,-1.6270137773291937,-656.5769408077186,-15.077971506272608,-656.6190185546875,-4.815186023712158
-655.1202554413899,-1.6158672292583849,-655.0618104627313,-15.068237275701913,-655.1063842773438,-4.808614253997803
-653.6073914664554,-1.6052559308136378,-653.5456097495529,-15.058396425760257,-653.5927124023438,-4.801662921905518
-652.0932408429726,-1.5943982809594903,-652.0271148818291,-15.049085745217148,-652.0775146484375,-4.794216156005859
-650.5775414257234,-1.5834997604545227,-650.5074254628045,-15.03926662477023,-650.5608520507812,-4.786313056945801
-649.0601902464914,-1.5719807957924803,-648.9863646963584,-15.029389144313294,-649.0426025390625,-4.777984142303467
-647.5415063829346,-1.560996194352195,-647.4623731949861,-15.019735057524201,-647.5226440429688,-4.769047260284424
-646.0215186596233,-1.5499021440599878,-645.9374219881944,-15.00969001176791,-646.00146484375,-4.759542942047119
-644.5006406522632,-1.5381955977068302,-644.4091670520213,-14.999413343678947,-644.4788208007812,-4.7491960525512695
-642.9794440016572,-1.5269377319887574,-642.8783052440313,-14.98938574785271,-642.955322265625,-4.73775053024292
-641.4569364008881,-1.5154271523298548,-641.346222396797,-14.979193192500764,-641.4305419921875,-4.725212097167969
-639.932680205759,-1.5032787042035602,-639.8114987938843,-14.968874424649048,-639.90380859375,-4.711472511291504
-638.4074522729833,-1.4915993800647787,-638.2757026046343,-14.958876202427765,-638.3760986328125,-4.696527004241943
-636.8803347743435,-1.4797652065834437,-636.7387127684316,-14.94835978317498,-636.8466796875,-4.680445194244385
-635.3521567016821,-1.467908749875626,-635.2009392407844,-14.93764888094407,-635.3162841796875,-4.663264274597168
-633.822072501963,-1.4555699555534396,-633.6633218377842,-14.926966131019622,-633.7844848632812,-4.6452131271362305
-632.2896072281949,-1.443505639889866,-632.1279153712625,-14.916516809797498,-632.2514038085938,-4.626814365386963
-630.7550675621799,-1.4313600996972453,-630.5940520983179,-14.905837642276445,-630.7171020507812,-4.608479976654053
-629.2187692652786,-1.4188067125493444,-629.058924525155,-14.895200192818502,-629.18115234375,-4.590261936187744
-627.6808031802708,-1.4065435318143864,-627.5248243398756,-14.884801328454861,-627.6441650390625,-4.572474956512451
-626.1416027745969,-1.3942196856771871,-625.990113921318,-14.874011275642143,-626.1060791015625,-4.555189609527588
-624.6011663552064,-1.3813569884158805,-624.4519320213972,-14.863263355059436,-624.5662231445312,-4.538144588470459
-623.0596543203405,-1.369016855454995,-622.914147704153,-14.852732900091427,-623.025634765625,-4.521519660949707
-621.5161843802663,-1.3566073312548323,-621.3755117475735,-14.841967873812404,-621.4833374023438,-4.505431175231934
-619.9715820516199,-1.3437851159594976,-619.8346247294347,-14.831110901266756,-619.9396362304688,-4.489755630493164
-618.425818140131,-1.331491436533525,-618.294168956178,-14.820576998691163,-618.3951416015625,-4.474681854248047
-616.8778267456595,-1.3191567676507807,-616.7534989024545,-14.809682523343238,-616.848876953125,-4.4604315757751465
-615.3292570516512,-1.3063030729553677,-615.2108519520791,-14.79881242319832,-615.3016967773438,-4.446854114532471
-613.779021625026,-1.293931584052797,-613.667418463467,-14.788291164614506,-613.7530517578125,-4.434046268463135
-612.2268076902949,-1.2815245893580944,-612.125836262296,-14.777247061178976,-612.2033081054688,-4.422451496124268
-610.6741901670617,-1.2689472907959707,-610.5806273726803,-14.766291275094957,-610.6524047851562,-4.41170072555542
-609.1204212274814,-1.2558112961190604,-609.0324182038568,-14.755667512734036,-609.0999145507812,-4.401580333709717
-607.5654720690706,-1.2432507062101248,-607.4846911487485,-14.74461479462204,-607.546630859375,-4.392286777496338
-606.0090451851657,-1.2306050559005488,-605.9350246543376,-14.733606282442823,-605.9917602539062,-4.383763313293457
-604.4524702113725,-1.2175746050615714,-604.3824478097055,-14.723076504692855,-604.4360961914062,-4.375697612762451
-602.8943170548642,-1.2050676857623412,-602.8287706630582,-14.711983954617777,-602.8789672851562,-4.368141174316406
-601.335142059087,-1.192588160312385,-601.2737395212624,-14.700981132211608,-601.3207397460938,-4.361058235168457
-599.7753526620369,-1.1794782514668238,-599.7160304658568,-14.690560846893113,-599.7614135742188,-4.354211807250977
-598.2147874943125,-1.1670221769736617,-598.1556404826007,-14.679808342240667,-598.2008666992188,-4.347381114959717
-596.653089562751,-1.1546878426019305,-596.5963359869231,-14.669147018074623,-596.6397094726562,-4.340825080871582
-595.0904157888166,-1.141852752433739,-595.0345001379806,-14.658961174384322,-595.0772094726562,-4.334361553192139
-593.528046980667,-1.1297095930107077,-593.4724434204013,-14.648587191089744,-593.514892578125,-4.327935695648193
-591.9662695949586,-1.1178047583391297,-591.9115710019514,-14.638170692929199,-591.9533081054688,-4.32161808013916
-590.4063355078198,-1.105425579290725,-590.3509471618091,-14.62829951291226,-590.3931884765625,-4.31522798538208
-588.8495839927186,-1.0937481328047864,-588.7932042870431,-14.618250435774195,-588.836181640625,-4.308737277984619
-587.2971010535338,-1.0821766961310315,-587.241030161989,-14.608323716318484,-587.2837524414062,-4.30230188369751
-585.7491571099029,-1.0702755812659213,-585.6940715978735,-14.599170632500577,-585.7360229492188,-4.296000003814697
-584.2056465675793,-1.0589272784276096,-584.1529136610066,-14.589594822977926,-584.1930541992188,-4.289986610412598
-582.667402795587,-1.0477381196620819,-582.6138750465698,-14.580116786132196,-582.6546020507812,-4.283901214599609
-581.1335940341328,-1.0360918375555395,-581.0821707513585,-14.57112751420391,-581.1212768554688,-4.278075695037842
-579.6041586709008,-1.0249552312143853,-579.5536468593666,-14.561631095041376,-579.592041015625,-4.272369384765625
-578.0802942216271,-1.0139583426559353,-578.0288401717158,-14.552150825588456,-578.0679321289062,-4.266576766967773
-576.5607266937161,-1.0023385716465296,-576.5079816731521,-14.543127252922705,-576.5480346679688,-4.260656356811523
-575.0461440869483,-0.9913431968491602,-574.9952316357825,-14.533696968894288,-575.0338745117188,-4.2549638748168945
-573.5353853959754,-0.9803456250105249,-573.4858847510443,-14.524358313456517,-573.5234375,-4.249443531036377
-572.0301993551753,-0.9687757595929596,-571.9784970477168,-14.515363744998591,-572.0177001953125,-4.243696689605713
-570.5293579456985,-0.9578802745803663,-570.4756571324632,-14.50590698189311,-570.516357421875,-4.237745761871338
-568.939215152932,-0.9464027849159855,-568.8858209930444,-14.49568789518149,-568.92626953125,-4.231479644775391
-567.3547012669296,-0.9342878139887478,-567.3020665703176,-14.48603567885077,-567.3419189453125,-4.225326061248779
-565.7755042597021,-0.9226180477643178,-565.7203271454478,-14.476159450937228,-565.7620849609375,-4.2188944816589355
-564.2013882494058,-0.9111006220499958,-564.1431036084616,-14.466595274283407,-564.1871948242188,-4.212122917175293
-562.6321428494714,-0.8988852507986862,-562.5723187403403,-14.456721165381287,-562.6175537109375,-4.205196857452393
-561.067703799527,-0.88741674829748,-561.0053923255774,-14.446869398428406,-561.052490234375,-4.198004722595215
-559.5085750698516,-0.8761321091611958,-559.4420191035709,-14.43740138855664,-559.4923095703125,-4.190347671508789
-557.9540161438892,-0.8639860696329458,-557.8857634901522,-14.427406300303245,-557.9373168945312,-4.182522773742676
-556.4049555036503,-0.8526640130310068,-556.334472424762,-14.417471895666596,-556.3876953125,-4.174470901489258
-554.8606912788796,-0.8411903089842272,-554.7873306305671,-14.40815352895393,-554.8427124023438,-4.166116714477539
-553.3211941763603,-0.8291847689643803,-553.2451891350909,-14.398311181653296,-553.3025512695312,-4.157489776611328
-551.7863123044367,-0.817742615162552,-551.707746761082,-14.388447345287524,-551.7670288085938,-4.148600101470947
-550.2563108654017,-0.8064421257813801,-550.1739432505491,-14.378494528570585,-550.236083984375,-4.139308929443359
-548.7311706595658,-0.7950068539425867,-548.6470757795914,-14.368983706520728,-548.7105102539062,-4.129857540130615
-547.2107650539934,-0.7827514026194975,-547.1233232711534,-14.35891800883861,-547.1892700195312,-4.120059490203857
-545.6947052937688,-0.7710416327560292,-545.6050957741338,-14.348623454393127,-545.6726684570312,-4.110050201416016
-544.1821023994088,-0.7591600290931413,-544.0909086208154,-14.338901437330282,-544.15966796875,-4.099889755249023
-542.6736028619654,-0.7464759376129075,-542.5792926606059,-14.328655407065376,-542.650390625,-4.089409828186035
-541.1688729224002,-0.7343626016584461,-541.0707416426283,-14.318268138837723,-541.1447143554688,-4.078532695770264
-539.6664565730119,-0.722151563233608,-539.5652663280197,-14.307778022760147,-539.6415405273438,-4.067336559295654
-538.0794845190501,-0.7093964581313097,-537.9750626229248,-14.296860090113224,-538.0537719726562,-4.055134296417236
-536.4963582127472,-0.6957688913057916,-536.390209663148,-14.285402171068757,-536.47021484375,-4.042765140533447
-534.916531687634,-0.6826132786296593,-534.8081235885807,-14.274343799705086,-534.8898315429688,-4.030159950256348
-533.3402942274342,-0.6687879704961235,-533.2291910109152,-14.26280994231966,-533.3129272460938,-4.017271995544434
-531.7670665448205,-0.655435966214287,-531.6534191719813,-14.251138321122028,-531.7390747070312,-4.004116058349609
-530.1970941213156,-0.6423071342654141,-530.0825414332417,-14.240005632288563,-530.1688842773438,-3.9908881187438965
-528.6311281041101,-0.628369087247338,-528.5147870072876,-14.228339634480118,-528.6024780273438,-3.9774882793426514
-527.0686387730626,-0.6149860153358757,-526.9500008258995,-14.216563273593733,-527.0394287109375,-3.9638547897338867
-525.5092989390182,-0.6016100348559767,-525.39118621074,-14.205533699684063,-525.480224609375,-3.9503173828125
-523.9539867032461,-0.5876111970765487,-523.8336887918452,-14.193885448962236,-523.9243774414062,-3.9365615844726562
-522.4021362422319,-0.5744384386038877,-522.2789457886742,-14.182127154671647,-522.371826171875,-3.922506332397461
-520.8532993735773,-0.5613498728519701,-520.7310889014043,-14.171043307805178,-520.8232421875,-3.9086005687713623
-519.3087365852762,-0.5475195337413585,-519.186035151914,-14.159449538454023,-519.278564453125,-3.894676446914673
-517.7679330284848,-0.5345294502138209,-517.6425738062889,-14.147846973706615,-517.7371215820312,-3.8804819583892822
-516.230422045781,-0.5215202598213904,-516.1021503609581,-14.136932194790012,-516.1989135742188,-3.865990400314331
-514.6963538747129,-0.5086338919864026,-514.5633076208467,-14.125316141576183,-514.6636962890625,-3.850990056991577
-513.1653105732113,-0.495167005091246,-513.0318404181816,-14.113652405850083,-513.132568359375,-3.835983991622925
-511.63867749196066,-0.48214203854820337,-511.50119414722576,-14.102857138102994,-511.60498046875,-3.8205649852752686
-510.1143489506896,-0.4693145011261879,-509.9738903178329,-14.091412426081282,-510.0799560546875,-3.804840326309204
-508.5936920140015,-0.45577734294013084,-508.4503503175891,-14.079863798670248,-508.5586242675781,-3.7888340950012207
-507.0762144602164,-0.4429712575669731,-506.92854230830346,-14.068472578285684,-507.0401306152344,-3.772376775741577
-505.5620560163988,-0.430304338304639,-505.4116761545453,-14.05761841653601,-505.5253601074219,-3.7556610107421875
-504.05130051037037,-0.4166172271534805,-503.8967870945574,-14.046213370934042,-504.0136413574219,-3.738523244857788
-502.54251150412733,-0.40393649163917056,-502.385633636267,-14.034762412996379,-502.50433349609375,-3.7211525440216064
-501.03681864688275,-0.39125247436318267,-500.8814060074715,-14.024137129747661,-500.9990539550781,-3.7039926052093506
-499.5345191363335,-0.37780877384351985,-499.3790789379901,-14.012834014580173,-499.4967956542969,-3.6868667602539062
-497.9526390626352,-0.3647451445007448,-497.7964472515374,-14.001148052637337,-497.914794921875,-3.6687464714050293
-496.3734894958191,-0.35173946361657604,-496.2177394589922,-13.99017983719676,-496.3358154296875,-3.650714635848999
-494.79815165054106,-0.3380775948011565,-494.64314613657325,-13.978645413188024,-494.7607116699219,-3.6328158378601074
-493.22587779978625,-0.3252661037082891,-493.07446703424995,-13.967365936038236,-493.1893615722656,-3.6153757572174072
-491.658235512242,-0.3126559751843234,-491.5040946343082,-13.956856593057749,-491.6211242675781,-3.597659111022949
-490.09290251307897,-0.3001908078621578,-489.93886327353755,-13.945566621474047,-490.0558776855469,-3.579989433288574
-488.5301201531249,-0.28715317691634423,-488.38149859417734,-13.934471976913644,-488.49444580078125,-3.5629851818084717
-486.97140670764065,-0.27512876731203395,-486.8277773872416,-13.92427066109581,-486.9369812011719,-3.546596050262451
-485.41648410696337,-0.2631713482221798,-485.2742770411026,-13.913374848583466,-485.3824462890625,-3.5304009914398193
-483.8639498435446,-0.2504950428834758,-483.72585902121716,-13.902695460856656,-483.8309326171875,-3.514707565307617
-482.31539694023127,-0.23912157079406482,-482.17967825701857,-13.892465684037719,-482.2829895019531,-3.4993205070495605
-480.7701126939252,-0.22757592995393328,-480.6392225514043,-13.88186153575053,-480.7388916015625,-3.4845187664031982
-479.227851338396,-0.21537565472397846,-479.10067721322156,-13.871281928913872,-479.1975402832031,-3.4701645374298096
-477.68858915888137,-0.20413720173681682,-477.5689501114593,-13.860828998274256,-477.66009521484375,-3.456695795059204
-476.1524587581246,-0.19292000696101796,-476.03927897980964,-13.851225457855985,-476.1255187988281,-3.443979501724243
-474.6186144554949,-0.18098257516511396,-474.51505047665796,-13.840821101835674,-474.5939636230469,-3.4323678016662598
-473.08753447983014,-0.1699368372119241,-472.99712387208507,-13.830548024256224,-473.0660095214844,-3.422255277633667
-471.55988924030976,-0.15891654791101306,-471.48104497830764,-13.820977470573101,-471.5411071777344,-3.413455009460449
-470.0360065012565,-0.14710268741333632,-469.9671814492173,-13.810831394773396,-470.01959228515625,-3.4057910442352295
-468.515201451913,-0.1361443325549705,-468.4564001550286,-13.800736682999199,-468.50115966796875,-3.399256944656372
-466.9974053663375,-0.12525937730460113,-466.950456170441,-13.791290677448202,-466.9861755371094,-3.394052267074585
-465.48260604291903,-0.11432921111099903,-465.4459312542528,-13.78129197972277,-465.47381591796875,-3.389993906021118
-463.97114284458377,-0.10268577636527532,-463.94543711272814,-13.771033758548032,-463.9649658203125,-3.3871562480926514
-462.46310841898975,-0.0918352706844181,-462.4466255938905,-13.76094516772346,-462.4591369628906,-3.385340452194214
-460.9572762266917,-0.08113080534450123,-460.9546210827162,-13.75154737946634,-460.9566345214844,-3.3850486278533936
-459.3753795761828,-0.06901066843903747,-459.38664416543924,-13.740979971598074,-459.37811279296875,-3.3863492012023926
-457.7969009897567,-0.05802109257654209,-457.8212193877604,-13.730357501589472,-457.8028259277344,-3.389151096343994
-456.22199607264884,-0.04715349744003472,-456.2596091755094,-13.72060850100763,-456.231201171875,-3.3934743404388428
-454.6504495882927,-0.03548145975100914,-454.70194187762746,-13.71011695881141,-454.6631164550781,-3.399379014968872
-453.0821992357324,-0.024707097350392004,-453.1471658277349,-13.699873643602098,-453.0982666015625,-3.406813144683838
-451.5174714063071,-0.014175742755264231,-451.5943443046344,-13.690327454994708,-451.5365905761719,-3.415591239929199
-449.9551858817568,-0.002586546787815891,-450.0489969781294,-13.680109598624023,-449.9786682128906,-3.426276683807373
-448.3967886869162,0.007879010778448325,-448.50193029726734,-13.670040631283594,-448.42327880859375,-3.438232898712158
-446.84183782818184,0.018116395714120603,-446.9598213991418,-13.660738522301855,-446.87176513671875,-3.45161509513855
-445.289722979235,0.028424187701400427,-445.421514648737,-13.650864018068166,-445.3233947753906,-3.4665327072143555
-443.74040662520855,0.03947049608857878,-443.8876462728868,-13.640844686277562,-443.7783203125,-3.4831621646881104
-442.1946493071688,0.049727228891754294,-442.35499581829987,-13.63155052101683,-442.23626708984375,-3.501235246658325
-440.6526224076059,0.059947608816403264,-440.8240237163491,-13.62125953469268,-440.6974792480469,-3.5205135345458984
-439.11306593700124,0.07119379470546061,-439.2982372977143,-13.610905693177141,-439.1619567871094,-3.541295051574707
-437.5773054375317,0.08159162101707507,-437.7750052951166,-13.600489705221639,-437.6299743652344,-3.56343150138855
-436.0437357236528,0.09221154513487306,-436.25696476647056,-13.590908932635688,-436.10107421875,-3.587256908416748
-434.5145200613799,0.10287739589798717,-434.73632226295973,-13.580318301848699,-434.5747375488281,-3.6119985580444336
-432.9873371030137,0.11438544276906093,-433.22313685161623,-13.56952023492824,-433.052001953125,-3.6382381916046143
-431.4634867501318,0.12533602275523448,-431.71161565470254,-13.559441396118467,-431.5322265625,-3.6657943725585938
-429.9432192477629,0.13654666575958663,-430.2029485865917,-13.548521036931874,-430.01593017578125,-3.6945722103118896
-428.42679640160344,0.14850759081921794,-428.69337488119675,-13.537338862052163,-428.5022277832031,-3.7240567207336426
-426.9140748882579,0.16004671450560792,-427.1863463476668,-13.525994569088946,-426.991943359375,-3.7541024684906006
-425.4041661756777,0.17184996392521734,-425.68258662598265,-13.515455253878827,-425.4846496582031,-3.7847630977630615
-423.89774325269957,0.18387080602159322,-424.18166383023373,-13.503475715340272,-423.980712890625,-3.8159596920013428
-422.3944859399719,0.1968585111515626,-422.6821914764589,-13.491406737830467,-422.4794921875,-3.84751296043396
-420.8204333414447,0.21012732708657378,-421.10668641711646,-13.478251837961658,-420.9059753417969,-3.880418539047241
-419.2489793903404,0.22360324678165178,-419.5379234403646,-13.4656627736485,-419.3363037109375,-3.9135501384735107
-417.6798105779382,0.2379275702208794,-417.97439261485545,-13.4521659805096,-417.7698669433594,-3.947256565093994
-416.11295693770546,0.25165787005908236,-416.4183402994201,-13.438674997628299,-416.2073974609375,-3.982109785079956
-414.5515457143609,0.26563676297635475,-414.85867737650364,-13.426394072408149,-414.6476135253906,-4.0170979499816895
-412.99148094644335,0.28016538131418844,-413.3017733023855,-13.412713291346643,-413.08966064453125,-4.052402496337891
-411.4367290347873,0.29416075383399676,-411.74585325614316,-13.399069148745877,-411.53564453125,-4.087484359741211
-409.88192079661735,0.30826799774537506,-410.19216313436726,-13.386485782223943,-409.9822998046875,-4.122673988342285
-408.3290466720847,0.32304952115949437,-408.63667793654685,-13.372901658692973,-408.4296875,-4.157547950744629
-406.77594706679656,0.3370155571275735,-407.07974129246975,-13.359317936182368,-406.87640380859375,-4.192000865936279
-405.22226425137853,0.3508116600391302,-405.5235419686161,-13.3464645515304,-405.32293701171875,-4.226170063018799
-403.6691799855055,0.36545912755787757,-403.9656612471919,-13.332883272854938,-403.769287109375,-4.259796619415283
-402.11439768201114,0.3793173845682807,-402.40665704425044,-13.319306997199307,-402.2140808105469,-4.2929768562316895
-400.5584857798882,0.3929910394113447,-400.8484263750085,-13.306814404762548,-400.6583557128906,-4.325901985168457
-399.0027571958004,0.4065379379682188,-399.2873796916549,-13.293683789676146,-399.10174560546875,-4.358240604400635
-397.4463009992828,0.42047739006261686,-397.7255417517914,-13.280684954938943,-397.5443420410156,-4.389981746673584
-395.88923682014416,0.4335298164491581,-396.16302392674777,-13.268967831612228,-395.9862365722656,-4.421113967895508
-394.3333789377749,0.44646823158319293,-394.5971158010346,-13.256261356969937,-394.4276428222656,-4.451112270355225
-392.77534070467124,0.4598695642677546,-393.0328161612949,-13.243595289044094,-392.8681640625,-4.480413436889648
-391.21583728253455,0.47239739884816867,-391.4719211402993,-13.23225912410765,-391.3089294433594,-4.509549140930176
-389.6560735284648,0.48501802492518387,-389.908835220985,-13.220115091754742,-389.74871826171875,-4.538323879241943
-388.0967548081715,0.4980262167938587,-388.3431659769341,-13.207881168365361,-388.18780517578125,-4.566386699676514
-386.5365200380456,0.5103584756257673,-386.7779881854042,-13.197292721332328,-386.6264343261719,-4.593891143798828
-384.97643089221725,0.522505855460917,-385.21127420182484,-13.185175550990643,-385.0645446777344,-4.620649814605713
-383.4147582690115,0.5351326051127048,-383.6486282432932,-13.173003719308497,-383.503173828125,-4.647287845611572
-381.8550473009357,0.5473854399789193,-382.079767599336,-13.162627927539537,-381.94061279296875,-4.6728997230529785
-380.2945268262298,0.5594329046576112,-380.5104505837786,-13.150757591121211,-380.3773193359375,-4.6975202560424805
-378.73285724178,0.5714582789029716,-378.94310746957615,-13.138817057668312,-378.81402587890625,-4.721493721008301
-377.17162578399996,0.5839936922891127,-377.3736276385631,-13.12840143328855,-377.2501220703125,-4.744532108306885
-375.6107589699776,0.5959133673271477,-375.8031682827288,-13.1161638120389,-375.6860046386719,-4.766479969024658
-374.05160616143667,0.6079212451815721,-374.23178947255616,-13.104310594151261,-374.12249755859375,-4.787024974822998
-372.4910591582761,0.6203678144107645,-372.6601838943648,-13.093452666046275,-372.5579833984375,-4.806319236755371
-370.9297346860031,0.6323060742329503,-371.09189419857825,-13.081478363923942,-370.9942626953125,-4.824809551239014
-369.37103902345984,0.6442275388168222,-369.5182600524701,-13.069370138920585,-369.429931640625,-4.8416032791137695
-367.81135402529566,0.6565412139866984,-367.94780416901204,-13.058147335301967,-367.8662109375,-4.857161045074463
